-999	WindowSize
-999	OverlapSize
131178	NumberOfSNPs
480	NumberOfIndividuals
SET#	OFFSET	SET_ID	SET_SIZE
19484	15687863	Y71H2AM.9	15
19485	15689814	Y71H2AM.t1	1
19486	15689945	Y71H2AR.1	1
19487	15690076	Y71H2AR.2	5
19488	15690727	Y71H2AR.3	5
19489	15691378	Y71H2B.1	8
19490	15692419	Y71H2B.10	15
19491	15694370	Y71H2B.11	2
19492	15694631	Y71H2B.2	8
19493	15695672	Y71H2B.3	4
19494	15696193	Y71H2B.4	1
19495	15696324	Y71H2B.5	32
19496	15700485	Y71H2B.6	6
19497	15701266	Y71H2B.7	2
19498	15701527	Y71H2B.8	2
19499	15701788	Y71H9A.1	14
19500	15703609	Y71H9A.10	1
19501	15703740	Y71H9A.2	12
19502	15705301	Y71H9A.3	6
19503	15706082	Y72A10A.1	3
19504	15706473	Y73A3A.1	3
19505	15706864	Y73A3A.2	1
19506	15706995	Y73B3A.1	7
19507	15707906	Y73B3A.10	5
19508	15708557	Y73B3A.11	4
19509	15709078	Y73B3A.12	1
19510	15709209	Y73B3A.13	3
19511	15709600	Y73B3A.14	10
19512	15710901	Y73B3A.15	3
19513	15711292	Y73B3A.16	4
19514	15711813	Y73B3A.18	17
19515	15714024	Y73B3A.20	2
19516	15714285	Y73B3A.21	11
19517	15715716	Y73B3A.22	3
19518	15716107	Y73B3A.23	1
19519	15716238	Y73B3A.3	18
19520	15718579	Y73B3A.4	10
19521	15719880	Y73B3A.5	4
19522	15720401	Y73B3A.8	2
19523	15720662	Y73B3A.9	14
19524	15722483	Y73B3B.1	5
19525	15723134	Y73B3B.2	1
19526	15723265	Y73B6A.1	16
19527	15725346	Y73B6A.2	6
19528	15726127	Y73B6A.3	4
19529	15726648	Y73B6A.4	4
19530	15727169	Y73B6A.5	16
19531	15729250	Y73B6A.6	3
19532	15729641	Y73B6BL.1	11
19533	15731072	Y73B6BL.10	6
19534	15731853	Y73B6BL.12	5
19535	15732504	Y73B6BL.14	2
19536	15732765	Y73B6BL.16	1
19537	15732896	Y73B6BL.18	14
19538	15734717	Y73B6BL.19	10
19539	15736018	Y73B6BL.2	3
19540	15736409	Y73B6BL.21	7
19541	15737320	Y73B6BL.23	2
19542	15737581	Y73B6BL.24	3
19543	15737972	Y73B6BL.25	5
19544	15738623	Y73B6BL.256	1
19545	15738754	Y73B6BL.26	5
19546	15739405	Y73B6BL.269	1
19547	15739536	Y73B6BL.27	3
19548	15739927	Y73B6BL.270	4
19549	15740448	Y73B6BL.271	2
19550	15740709	Y73B6BL.279	1
19551	15740840	Y73B6BL.280	1
19552	15740971	Y73B6BL.288	1
19553	15741102	Y73B6BL.29	1
19554	15741233	Y73B6BL.3	2
19555	15741494	Y73B6BL.30	2
19556	15741755	Y73B6BL.31	8
19557	15742796	Y73B6BL.32	3
19558	15743187	Y73B6BL.33	3
19559	15743578	Y73B6BL.34	4
19560	15744099	Y73B6BL.35	3
19561	15744490	Y73B6BL.36	1
19562	15744621	Y73B6BL.37	3
19563	15745012	Y73B6BL.38	1
19564	15745143	Y73B6BL.39	8
19565	15746184	Y73B6BL.4	5
19566	15746835	Y73B6BL.40	4
19567	15747356	Y73B6BL.41	4
19568	15747877	Y73B6BL.42	7
19569	15748788	Y73B6BL.43	3
19570	15749179	Y73B6BL.44	10
19571	15750480	Y73B6BL.45	1
19572	15750611	Y73B6BL.5	8
19573	15751652	Y73B6BL.53	1
19574	15751783	Y73B6BL.56	1
19575	15751914	Y73B6BL.6	7
19576	15752825	Y73B6BL.7	9
19577	15753996	Y73B6BL.84	1
19578	15754127	Y73B6BR.1	8
19579	15755168	Y73C8A.1	2
19580	15755429	Y73C8B.1	2
19581	15755690	Y73C8B.2	5
19582	15756341	Y73C8B.3	4
19583	15756862	Y73C8B.4	4
19584	15757383	Y73C8B.5	1
19585	15757514	Y73C8C.10	5
19586	15758165	Y73C8C.11	3
19587	15758556	Y73C8C.2	1
19588	15758687	Y73C8C.3	7
19589	15759598	Y73C8C.4	2
19590	15759859	Y73C8C.5	4
19591	15760380	Y73C8C.6	2
19592	15760641	Y73C8C.7	1
19593	15760772	Y73C8C.8	6
19594	15761553	Y73C8C.9	1
19595	15761684	Y73E7A.1	6
19596	15762465	Y73E7A.2	13
19597	15764156	Y73E7A.3	18
19598	15766497	Y73E7A.4	5
19599	15767148	Y73E7A.5	2
19600	15767409	Y73E7A.6	3
19601	15767800	Y73E7A.7	16
19602	15769881	Y73E7A.8	21
19603	15772612	Y73E7A.9	15
19604	15774563	Y73F4A.2	3
19605	15774954	Y73F8A.1	21
19606	15777685	Y73F8A.10	3
19607	15778076	Y73F8A.101	1
19608	15778207	Y73F8A.102	1
19609	15778338	Y73F8A.11	11
19610	15779769	Y73F8A.1159	1
19611	15779900	Y73F8A.1168	1
19612	15780031	Y73F8A.120	1
19613	15780162	Y73F8A.16	5
19614	15780813	Y73F8A.17	4
19615	15781334	Y73F8A.18	8
19616	15782375	Y73F8A.19	19
19617	15784846	Y73F8A.197	1
19618	15784977	Y73F8A.2	10
19619	15786278	Y73F8A.20	11
19620	15787709	Y73F8A.21	6
19621	15788490	Y73F8A.22	4
19622	15789011	Y73F8A.23	3
19623	15789402	Y73F8A.24	10
19624	15790703	Y73F8A.25	21
19625	15793434	Y73F8A.26	6
19626	15794215	Y73F8A.27	3
19627	15794606	Y73F8A.299	1
19628	15794737	Y73F8A.3	2
19629	15794998	Y73F8A.30	14
19630	15796819	Y73F8A.303	1
19631	15796950	Y73F8A.313	1
19632	15797081	Y73F8A.32	2
19633	15797342	Y73F8A.33	17
19634	15799553	Y73F8A.333	1
19635	15799684	Y73F8A.34	8
19636	15800725	Y73F8A.341	1
19637	15800856	Y73F8A.35	6
19638	15801637	Y73F8A.364	1
19639	15801768	Y73F8A.401	1
19640	15801899	Y73F8A.404	1
19641	15802030	Y73F8A.413	1
19642	15802161	Y73F8A.444	1
19643	15802292	Y73F8A.446	1
19644	15802423	Y73F8A.473	1
19645	15802554	Y73F8A.478	1
19646	15802685	Y73F8A.494	1
19647	15802816	Y73F8A.5	14
19648	15804637	Y73F8A.546	1
19649	15804768	Y73F8A.6	13
19650	15806459	Y73F8A.614	1
19651	15806590	Y73F8A.648	1
19652	15806721	Y73F8A.677	1
19653	15806852	Y73F8A.735	1
19654	15806983	Y73F8A.745	1
19655	15807114	Y73F8A.831	1
19656	15807245	Y73F8A.871	1
19657	15807376	Y73F8A.875	1
19658	15807507	Y73F8A.9	2
19659	15807768	Y73F8A.952	1
19660	15807899	Y73F8A.960	1
19661	15808030	Y74C10AL.2	2
19662	15808291	Y74C10AR.1	7
19663	15809202	Y74C10AR.3	25
19664	15812453	Y74C9A.1	3
19665	15812844	Y74C9A.2	10
19666	15814145	Y74C9A.3	17
19667	15816356	Y74C9A.4	15
19668	15818307	Y74C9A.5	8
19669	15819348	Y74E4A.1	11
19670	15820779	Y75B12A.2	4
19671	15821300	Y75B12B.1	6
19672	15822081	Y75B12B.11	1
19673	15822212	Y75B12B.2	5
19674	15822863	Y75B12B.3	1
19675	15822994	Y75B12B.4	7
19676	15823905	Y75B12B.5	5
19677	15824556	Y75B12B.6	8
19678	15825597	Y75B12B.7	5
19679	15826248	Y75B7AL.1	9
19680	15827419	Y75B7AL.2	8
19681	15828460	Y75B7AL.3	5
19682	15829111	Y75B7AL.4	29
19683	15832882	Y75B7AL.8	1
19684	15833013	Y75B7AR.1	4
19685	15833534	Y75B7B.1	3
19686	15833925	Y75B7B.2	6
19687	15834706	Y75B8A.1	4
19688	15835227	Y75B8A.10	2
19689	15835488	Y75B8A.11	9
19690	15836659	Y75B8A.12	30
19691	15840560	Y75B8A.13	24
19692	15843681	Y75B8A.16	11
19693	15845112	Y75B8A.17	1
19694	15845243	Y75B8A.18	1
19695	15845374	Y75B8A.19	11
19696	15846805	Y75B8A.2	18
19697	15849146	Y75B8A.20	6
19698	15849927	Y75B8A.21	3
19699	15850318	Y75B8A.22	16
19700	15852399	Y75B8A.24	47
19701	15858510	Y75B8A.25	13
19702	15860201	Y75B8A.26	35
19703	15864752	Y75B8A.27	8
19704	15865793	Y75B8A.28	13
19705	15867484	Y75B8A.29	12
19706	15869045	Y75B8A.3	14
19707	15870866	Y75B8A.30	12
19708	15872427	Y75B8A.31	7
19709	15873338	Y75B8A.32	11
19710	15874769	Y75B8A.33	14
19711	15876590	Y75B8A.34	3
19712	15876981	Y75B8A.35	20
19713	15879582	Y75B8A.37	3
19714	15879973	Y75B8A.39	3
19715	15880364	Y75B8A.4	11
19716	15881795	Y75B8A.5	11
19717	15883226	Y75B8A.51	1
19718	15883357	Y75B8A.6	18
19719	15885698	Y75B8A.7	17
19720	15887909	Y75B8A.8	19
19721	15890380	Y75B8A.9	10
19722	15891681	Y75D11A.1	4
19723	15892202	Y75D11A.2	1
19724	15892333	Y75D11A.3	1
19725	15892464	Y76A2A.2	20
19726	15895065	Y76A2B.1	18
19727	15897406	Y76A2B.2	35
19728	15901957	Y76A2B.3	7
19729	15902868	Y76A2B.4	4
19730	15903389	Y76A2B.5	4
19731	15903910	Y76A2B.6	8
19732	15904951	Y76B12C.1	17
19733	15907162	Y76B12C.2	35
19734	15911713	Y76B12C.4	3
19735	15912104	Y76B12C.6	13
19736	15913795	Y76B12C.7	31
19737	15917826	Y76B12C.8	1
19738	15917957	Y76B12C.9	3
19739	15918348	Y76F7A.3	1
19740	15918479	Y77E11A.1	20
19741	15921080	Y77E11A.10	17
19742	15923291	Y77E11A.11	22
19743	15926152	Y77E11A.12	25
19744	15929403	Y77E11A.13	7
19745	15930314	Y77E11A.14	7
19746	15931225	Y77E11A.15	9
19747	15932396	Y77E11A.16	6
19748	15933177	Y77E11A.2	10
19749	15934478	Y77E11A.3	4
19750	15934999	Y77E11A.4	1
19751	15935130	Y77E11A.6	6
19752	15935911	Y77E11A.7	17
19753	15938122	Y77E11A.8	8
19754	15939163	Y77E11A.9	4
19755	15939684	Y79H2A.1	13
19756	15941375	Y79H2A.11	17
19757	15943586	Y79H2A.12	3
19758	15943977	Y79H2A.2	5
19759	15944628	Y79H2A.3	47
19760	15950739	Y79H2A.4	2
19761	15951000	Y79H2A.6	13
19762	15952691	Y7A5A.1	7
19763	15953602	Y7A5A.10	1
19764	15953733	Y7A5A.11	8
19765	15954774	Y7A5A.13	1
19766	15954905	Y7A5A.17	1
19767	15955036	Y7A5A.19	1
19768	15955167	Y7A5A.2	2
19769	15955428	Y7A5A.3	6
19770	15956209	Y7A5A.5	1
19771	15956340	Y7A5A.6	2
19772	15956601	Y7A5A.7	4
19773	15957122	Y7A5A.8	9
19774	15958293	Y7A5A.9	2
19775	15958554	Y7A9A.1	13
19776	15960245	Y7A9A.14	1
19777	15960376	Y7A9A.3	1
19778	15960507	Y7A9A.7	1
19779	15960638	Y7A9A.79	3
19780	15961029	Y7A9B.6	1
19781	15961160	Y7A9C.20	1
19782	15961291	Y7A9C.7	3
19783	15961682	Y7A9C.8	3
19784	15962073	Y7A9C.9	1
19785	15962204	Y7A9D.12	1
19786	15962335	Y7A9D.29	1
19787	15962466	Y7A9D.61	1
19788	15962597	Y7A9D.63	1
19789	15962728	Y7A9D.65	1
19790	15962859	Y80D3A.1	18
19791	15965200	Y80D3A.10	6
19792	15965981	Y80D3A.2	51
19793	15972612	Y80D3A.3	1
19794	15972743	Y80D3A.4	8
19795	15973784	Y80D3A.5	15
19796	15975735	Y80D3A.7	27
19797	15979246	Y80D3A.8	12
19798	15980807	Y80D3A.9	12
19799	15982368	Y80D4G.1	4
19800	15982889	Y80E2A.1	1
19801	15983020	Y80E2A.2	1
19802	15983151	Y81B9A.1	5
19803	15983802	Y81B9A.2	6
19804	15984583	Y81B9A.3	2
19805	15984844	Y81G3A.2	1
19806	15984975	Y81G3A.3	19
19807	15987446	Y81G3A.4	4
19808	15987967	Y81G3A.5	5
19809	15988618	Y81G3A.6	1
19810	15988749	Y82E9BL.10	5
19811	15989400	Y82E9BL.11	9
19812	15990571	Y82E9BL.12	5
19813	15991222	Y82E9BL.13	7
19814	15992133	Y82E9BL.14	3
19815	15992524	Y82E9BL.15	3
19816	15992915	Y82E9BL.16	3
19817	15993306	Y82E9BL.17	3
19818	15993697	Y82E9BL.18	6
19819	15994478	Y82E9BL.19	3
19820	15994869	Y82E9BL.2	3
19821	15995260	Y82E9BL.3	3
19822	15995651	Y82E9BL.4	3
19823	15996042	Y82E9BL.6	3
19824	15996433	Y82E9BL.8	10
19825	15997734	Y82E9BR.1	15
19826	15999685	Y82E9BR.10	1
19827	15999816	Y82E9BR.11	2
19828	16000077	Y82E9BR.12	6
19829	16000858	Y82E9BR.13	4
19830	16001379	Y82E9BR.14	5
19831	16002030	Y82E9BR.16	10
19832	16003331	Y82E9BR.17	18
19833	16005672	Y82E9BR.18	23
19834	16008663	Y82E9BR.19	20
19835	16011264	Y82E9BR.2	4
19836	16011785	Y82E9BR.20	2
19837	16012046	Y82E9BR.21	4
19838	16012567	Y82E9BR.22	4
19839	16013088	Y82E9BR.23	2
19840	16013349	Y82E9BR.25	2
19841	16013610	Y82E9BR.26	1
19842	16013741	Y82E9BR.4	11
19843	16015172	Y82E9BR.7	5
19844	16015823	Y82E9BR.8	6
19845	16016604	Y82E9BR.9	1
19846	16016735	Y87G2A.1	23
19847	16019726	Y87G2A.10	4
19848	16020247	Y87G2A.11	13
19849	16021938	Y87G2A.12	3
19850	16022329	Y87G2A.13	12
19851	16023890	Y87G2A.14	8
19852	16024931	Y87G2A.15	4
19853	16025452	Y87G2A.16	8
19854	16026493	Y87G2A.17	6
19855	16027274	Y87G2A.18	4
19856	16027795	Y87G2A.19	5
19857	16028446	Y87G2A.2	3
19858	16028837	Y87G2A.20	6
19859	16029618	Y87G2A.21	1
19860	16029749	Y87G2A.25	1
19861	16029880	Y87G2A.3	10
19862	16031181	Y87G2A.4	1
19863	16031312	Y87G2A.5	19
19864	16033783	Y87G2A.6	10
19865	16035084	Y87G2A.7	12
19866	16036645	Y87G2A.8	20
19867	16039246	Y87G2A.9	5
19868	16039897	Y8A9A.2	12
19869	16041458	Y8A9A.3	1
19870	16041589	Y8A9A.4	1
19871	16041720	Y8A9A.5	3
19872	16042111	Y8A9A.6	2
19873	16042372	Y8G1A.1	8
19874	16043413	Y8G1A.2	8
19875	16044454	Y92C3A.3	1
19876	16044585	Y92C3A.t3	1
19877	16044716	Y92C3B.1	2
19878	16044977	Y92C3B.2	18
19879	16047318	Y92C3B.3	3
19880	16047709	Y92H12A.1	28
19881	16051350	Y92H12A.2	25
19882	16054601	Y92H12A.3	12
19883	16056162	Y92H12A.4	20
19884	16058763	Y92H12A.5	54
19885	16065784	Y92H12A.t1	1
19886	16065915	Y92H12BL.1	12
19887	16067476	Y92H12BL.4	16
19888	16069557	Y92H12BL.5	22
19889	16072418	Y92H12BM.1	10
19890	16073719	Y92H12BR.2	1
19891	16073850	Y92H12BR.3	12
19892	16075411	Y92H12BR.4	2
19893	16075672	Y92H12BR.6	12
19894	16077233	Y92H12BR.7	11
19895	16078664	Y92H12BR.8	7
19896	16079575	Y94A7B.1	4
19897	16080096	Y94A7B.11	1
19898	16080227	Y94A7B.3	7
19899	16081138	Y94A7B.4	9
19900	16082309	Y94A7B.5	7
19901	16083220	Y94A7B.6	3
19902	16083611	Y94A7B.7	2
19903	16083872	Y94A7B.8	13
19904	16085563	Y94A7B.9	3
19905	16085954	Y94H6A.1	12
19906	16087515	Y94H6A.10	1
19907	16087646	Y94H6A.11	23
19908	16090637	Y94H6A.12	4
19909	16091158	Y94H6A.2	3
19910	16091549	Y94H6A.3	4
19911	16092070	Y94H6A.4	3
19912	16092461	Y94H6A.5	26
19913	16095842	Y94H6A.6	5
19914	16096493	Y94H6A.7	7
19915	16097404	Y94H6A.8	6
19916	16098185	Y94H6A.9	6
19917	16098966	Y95B8A.1	13
19918	16100657	Y95B8A.10	23
19919	16103648	Y95B8A.11	11
19920	16105079	Y95B8A.12	41
19921	16110410	Y95B8A.2	3
19922	16110801	Y95B8A.4	13
19923	16112492	Y95B8A.5	12
19924	16114053	Y95B8A.6	20
19925	16116654	Y95B8A.8	27
19926	16120165	Y95D11A.1	1
19927	16120296	Y95D11A.3	4
19928	16120817	Y97E10AL.1	5
19929	16121468	Y97E10AL.2	11
19930	16122899	Y97E10AL.3	2
19931	16123160	Y97E10AL.5	2
19932	16123421	Y97E10AM.1	3
19933	16123812	Y97E10AR.1	8
19934	16124853	Y97E10AR.2	4
19935	16125374	Y97E10AR.3	4
19936	16125895	Y97E10AR.4	6
19937	16126676	Y97E10AR.5	5
19938	16127327	Y97E10AR.6	5
19939	16127978	Y97E10AR.8	3
19940	16128369	Y97E10B.1	7
19941	16129280	Y97E10B.10	3
19942	16129671	Y97E10B.2	4
19943	16130192	Y97E10B.3	4
19944	16130713	Y97E10B.4	2
19945	16130974	Y97E10B.7	8
19946	16132015	Y97E10B.9	4
19947	16132536	Y9C12A.1	7
19948	16133447	Y9C2UA.1	13
19949	16135138	Y9C9A.1	3
19950	16135529	Y9C9A.10	4
19951	16136050	Y9C9A.11	2
19952	16136311	Y9C9A.12	2
19953	16136572	Y9C9A.13	4
19954	16137093	Y9C9A.15	2
19955	16137354	Y9C9A.16	5
19956	16138005	Y9C9A.18	1
19957	16138136	Y9C9A.2	2
19958	16138397	Y9C9A.28	1
19959	16138528	Y9C9A.3	11
19960	16139959	Y9C9A.4	4
19961	16140480	Y9C9A.5	3
19962	16140871	Y9C9A.6	5
19963	16141522	Y9C9A.67	1
19964	16141653	Y9C9A.7	4
19965	16142174	Y9C9A.8	6
19966	16142955	Y9C9A.9	5
19967	16143606	ZC101.1	21
19968	16146337	ZC101.2	46
19969	16152318	ZC101.3	3
19970	16152709	ZC116.1	2
19971	16152970	ZC116.2	2
19972	16153231	ZC116.3	28
19973	16156872	ZC116.5	1
19974	16157003	ZC123.1	18
19975	16159344	ZC123.3	79
19976	16169615	ZC123.4	10
19977	16170916	ZC13.1	4
19978	16171437	ZC13.10	9
19979	16172608	ZC13.2	10
19980	16173909	ZC13.3	8
19981	16174950	ZC13.4	13
19982	16176641	ZC132.3	8
19983	16177682	ZC132.4	7
19984	16178593	ZC132.6	1
19985	16178724	ZC132.7	5
19986	16179375	ZC132.8	2
19987	16179636	ZC132.9	8
19988	16180677	ZC132.t1	1
19989	16180808	ZC142.1	5
19990	16181459	ZC142.2	4
19991	16181980	ZC15.1	2
19992	16182241	ZC15.10	1
19993	16182372	ZC15.11	1
19994	16182503	ZC15.2	8
19995	16183544	ZC15.3	3
19996	16183935	ZC15.5	6
19997	16184716	ZC15.6	9
19998	16185887	ZC15.7	17
19999	16188098	ZC15.8	3
20000	16188489	ZC155.1	5
20001	16189140	ZC155.2	5
20002	16189791	ZC155.3	5
20003	16190442	ZC155.4	10
20004	16191743	ZC155.5	3
20005	16192134	ZC155.7	2
20006	16192395	ZC168.1	12
20007	16193956	ZC168.2	1
20008	16194087	ZC168.3	3
20009	16194478	ZC168.4	3
20010	16194869	ZC168.6	1
20011	16195000	ZC178.1	1
20012	16195131	ZC178.2	1
20013	16195262	ZC190.1	10
20014	16196563	ZC190.2	2
20015	16196824	ZC190.4	12
20016	16198385	ZC190.5	2
20017	16198646	ZC190.6	3
20018	16199037	ZC190.8	4
20019	16199558	ZC190.9	2
20020	16199819	ZC196.1	4
20021	16200340	ZC196.2	5
20022	16200991	ZC196.3	4
20023	16201512	ZC196.4	4
20024	16202033	ZC196.5	5
20025	16202684	ZC196.6	4
20026	16203205	ZC196.7	10
20027	16204506	ZC196.8	2
20028	16204767	ZC196.9	2
20029	16205028	ZC204.1	4
20030	16205549	ZC204.10	4
20031	16206070	ZC204.11	4
20032	16206591	ZC204.12	3
20033	16206982	ZC204.13	1
20034	16207113	ZC204.14	2
20035	16207374	ZC204.15	2
20036	16207635	ZC204.17	5
20037	16208286	ZC204.2	4
20038	16208807	ZC204.3	5
20039	16209458	ZC204.4	6
20040	16210239	ZC204.5	4
20041	16210760	ZC204.6	4
20042	16211281	ZC204.7	2
20043	16211542	ZC204.8	3
20044	16211933	ZC204.9	3
20045	16212324	ZC21.10	4
20046	16212845	ZC21.2	13
20047	16214536	ZC21.3	3
20048	16214927	ZC21.6	3
20049	16215318	ZC21.8	5
20050	16215969	ZC21.9	1
20051	16216100	ZC239.10	6
20052	16216881	ZC239.12	1
20053	16217012	ZC239.13	3
20054	16217403	ZC239.14	3
20055	16217794	ZC239.15	3
20056	16218185	ZC239.16	1
20057	16218316	ZC239.19	6
20058	16219097	ZC239.2	1
20059	16219228	ZC239.20	3
20060	16219619	ZC239.21	1
20061	16219750	ZC239.22	4
20062	16220271	ZC239.4	3
20063	16220662	ZC239.5	3
20064	16221053	ZC239.6	6
20065	16221834	ZC239.7	14
20066	16223655	ZC239.8	6
20067	16224436	ZC247.1	8
20068	16225477	ZC247.2	5
20069	16226128	ZC247.3	14
20070	16227949	ZC247.6	1
20071	16228080	ZC247.7	1
20072	16228211	ZC247.8	1
20073	16228342	ZC250.1	15
20074	16230293	ZC250.2	5
20075	16230944	ZC250.3	7
20076	16231855	ZC250.4	2
20077	16232116	ZC250.5	7
20078	16233027	ZC262.2	2
20079	16233288	ZC262.3	4
20080	16233809	ZC262.4	1
20081	16233940	ZC262.8	2
20082	16234201	ZC266.1	3
20083	16234592	ZC266.2	3
20084	16234983	ZC302.1	10
20085	16236284	ZC302.2	7
20086	16237195	ZC302.3	4
20087	16237716	ZC308.1	31
20088	16241747	ZC308.4	1
20089	16241878	ZC308.6	1
20090	16242009	ZC317.1	1
20091	16242140	ZC317.2	2
20092	16242401	ZC317.3	11
20093	16243832	ZC317.4	1
20094	16243963	ZC317.5	2
20095	16244224	ZC317.6	5
20096	16244875	ZC317.7	2
20097	16245136	ZC328.1	3
20098	16245527	ZC328.2	14
20099	16247348	ZC328.3	13
20100	16249039	ZC328.4	1
20101	16249170	ZC328.5	1
20102	16249301	ZC334.10	1
20103	16249432	ZC334.11	1
20104	16249563	ZC334.13	1
20105	16249694	ZC334.2	4
20106	16250215	ZC334.3	1
20107	16250346	ZC334.7	5
20108	16250997	ZC334.8	3
20109	16251388	ZC334.9	3
20110	16251779	ZC373.1	6
20111	16252560	ZC373.2	1
20112	16252691	ZC373.4	14
20113	16254512	ZC373.5	5
20114	16255163	ZC373.6	2
20115	16255424	ZC373.7	4
20116	16255945	ZC373.8	1
20117	16256076	ZC374.1	4
20118	16256597	ZC374.2	21
20119	16259328	ZC376.1	18
20120	16261669	ZC376.2	9
20121	16262840	ZC376.3	7
20122	16263751	ZC376.4	2
20123	16264012	ZC376.5	3
20124	16264403	ZC376.6	13
20125	16266094	ZC376.7	9
20126	16267265	ZC395.10	2
20127	16267526	ZC395.2	2
20128	16267787	ZC395.3	3
20129	16268178	ZC395.4	2
20130	16268439	ZC395.6	6
20131	16269220	ZC395.7	3
20132	16269611	ZC395.8	9
20133	16270782	ZC404.1	2
20134	16271043	ZC404.10	3
20135	16271434	ZC404.11	4
20136	16271955	ZC404.12	3
20137	16272346	ZC404.13	3
20138	16272737	ZC404.15	10
20139	16274038	ZC404.16	2
20140	16274299	ZC404.17	2
20141	16274560	ZC404.3	3
20142	16274951	ZC404.5	6
20143	16275732	ZC404.7	4
20144	16276253	ZC404.8	6
20145	16277034	ZC404.9	9
20146	16278205	ZC410.1	6
20147	16278986	ZC410.2	5
20148	16279637	ZC410.3	4
20149	16280158	ZC410.4	8
20150	16281199	ZC410.5	6
20151	16281980	ZC410.7	3
20152	16282371	ZC410.8	1
20153	16282502	ZC412.1	12
20154	16284063	ZC412.10	3
20155	16284454	ZC412.13	1
20156	16284585	ZC412.2	15
20157	16286536	ZC412.3	3
20158	16286927	ZC412.4	2
20159	16287188	ZC412.5	5
20160	16287839	ZC412.t2	1
20161	16287970	ZC416.1	1
20162	16288101	ZC416.2	3
20163	16288492	ZC416.4	6
20164	16289273	ZC416.6	10
20165	16290574	ZC416.8	19
20166	16293045	ZC434.2	1
20167	16293176	ZC434.3	2
20168	16293437	ZC434.5	9
20169	16294608	ZC434.6	7
20170	16295519	ZC434.7	6
20171	16296300	ZC434.8	6
20172	16297081	ZC434.9	3
20173	16297472	ZC443.1	5
20174	16298123	ZC443.2	2
20175	16298384	ZC443.3	2
20176	16298645	ZC443.4	6
20177	16299426	ZC443.5	4
20178	16299947	ZC443.6	5
20179	16300598	ZC443.7	4
20180	16301119	ZC449.1	8
20181	16302160	ZC449.2	12
20182	16303721	ZC449.3	8
20183	16304762	ZC449.4	6
20184	16305543	ZC449.5	7
20185	16306454	ZC449.6	3
20186	16306845	ZC449.7	2
20187	16307106	ZC449.8	3
20188	16307497	ZC449.9	2
20189	16307758	ZC455.1	21
20190	16310489	ZC455.10	5
20191	16311140	ZC455.11	4
20192	16311661	ZC455.15	1
20193	16311792	ZC455.3	6
20194	16312573	ZC455.4	8
20195	16313614	ZC455.5	6
20196	16314395	ZC455.6	6
20197	16315176	ZC455.7	1
20198	16315307	ZC455.8	3
20199	16315698	ZC455.9	4
20200	16316219	ZC47.13	4
20201	16316740	ZC47.14	7
20202	16317651	ZC47.3	3
20203	16318042	ZC47.4	3
20204	16318433	ZC47.5	4
20205	16318954	ZC47.6	7
20206	16319865	ZC47.7	1
20207	16319996	ZC477.1	5
20208	16320647	ZC477.10	3
20209	16321038	ZC477.2	5
20210	16321689	ZC477.20	1
20211	16321820	ZC477.4	1
20212	16321951	ZC477.5	5
20213	16322602	ZC477.7	1
20214	16322733	ZC477.9	13
20215	16324424	ZC482.1	25
20216	16327675	ZC482.2	7
20217	16328586	ZC482.3	8
20218	16329627	ZC482.4	10
20219	16330928	ZC482.5	7
20220	16331839	ZC482.6	8
20221	16332880	ZC482.7	7
20222	16333791	ZC482.8	3
20223	16334182	ZC487.1	4
20224	16334703	ZC487.2	2
20225	16334964	ZC487.4	4
20226	16335485	ZC487.5	2
20227	16335746	ZC487.8	1
20228	16335877	ZC504.1	4
20229	16336398	ZC504.12	1
20230	16336529	ZC504.13	1
20231	16336660	ZC504.15	1
20232	16336791	ZC504.2	9
20233	16337962	ZC504.3	8
20234	16339003	ZC504.4	18
20235	16341344	ZC504.5	5
20236	16341995	ZC506.1	16
20237	16344076	ZC506.3	9
20238	16345247	ZC506.4	13
20239	16346938	ZC506.8	3
20240	16347329	ZC513.10	11
20241	16348760	ZC513.11	6
20242	16349541	ZC513.12	6
20243	16350322	ZC513.16	1
20244	16350453	ZC513.18	1
20245	16350584	ZC513.2	3
20246	16350975	ZC513.3	6
20247	16351756	ZC513.4	4
20248	16352277	ZC513.5	6
20249	16353058	ZC513.6	6
20250	16353839	ZC513.8	2
20251	16354100	ZC513.9	3
20252	16354491	ZC518.1	10
20253	16355792	ZC518.2	15
20254	16357743	ZC518.3	18
20255	16360084	ZC518.4	4
20256	16360605	ZC518.6	1
20257	16360736	ZC53.1	6
20258	16361517	ZC53.10	1
20259	16361648	ZC53.18	2
20260	16361909	ZC53.2	3
20261	16362300	ZC53.4	18
20262	16364641	ZC53.6	7
20263	16365552	ZC53.7	3
20264	16365943	ZC581.1	3
20265	16366334	ZC581.10	2
20266	16366595	ZC581.2	9
20267	16367766	ZC581.3	6
20268	16368547	ZC581.6	6
20269	16369328	ZC581.7	4
20270	16369849	ZC581.9	13
20271	16371540	ZC64.12	1
20272	16371671	ZC64.14	1
20273	16371802	ZC64.17	3
20274	16372193	ZC64.2	3
20275	16372584	ZC64.3	29
20276	16376355	ZC64.4	11
20277	16377786	ZC64.5	2
20278	16378047	ZC64.6	1
20279	16378178	ZC64.7	1
20280	16378309	ZC8.1	2
20281	16378570	ZC8.3	13
20282	16380261	ZC8.4	25
20283	16383512	ZC8.6	32
20284	16387673	ZC84.1	14
20285	16389494	ZC84.2	5
